videoId,title,description,channelTitle,publishedAt,videoId.1,politician
peQIvaTA_T4,Tim Ryan And JD Vance Face Off In Tuesday Town Hall,"Ohio Democratic Senate candidate, Rep. Tim Ryan, on Tuesday during a Fox News town hall discussed killing and confronting ...",MSNBC,2022-11-02T15:30:10Z,peQIvaTA_T4,J.D. Vance
osWEJXVMSgE,Republican U.S. Senate candidate J.D. Vance,Republican U.S. Senate candidate J.D. Vance joined Lindsay McCoy during 21 News 5 P.M. to talk about the issues facing ...,WFMJ,2022-09-08T00:00:19Z,osWEJXVMSgE,J.D. Vance
chYigRBxGA8,Sen. JD Vance questions officials on Ohio train derailment during US Senate Committee,Last month's toxic Ohio train derailment in East Palestine was the focus of a hearing Wednesday before the U.S. Senate ...,WKYC Channel 3,2023-03-22T16:52:16Z,chYigRBxGA8,J.D. Vance
JMKkNL-9zj8,JD Vance wins GOP nomination for Ohio US Senate,JD Vance wins GOP nomination for Ohio US Senate Subscribe to WLWT on YouTube now for more: http://bit.ly/1ipUX3c Get more ...,WLWT,2022-05-04T02:19:44Z,JMKkNL-9zj8,J.D. Vance
miXPh2Jl7GQ,"J.D. Vance:  In addition to paying nation&#39;s debts, we should put the country on a pathway back","Sen. J.D. Vance, R-Ohio, on the impending White House meeting between Speaker McCarthy and President Biden. Subscribe to ...",Fox Business,2023-02-01T12:30:21Z,miXPh2Jl7GQ,J.D. Vance
6PZw_097pZU,J.D. Vance &amp; Tim Ryan senate debate,"J.D. Vance & Tim Ryan senate debate Stay informed about Columbus and central Ohio news, weather and sports! Follow NBC4 ...",NBC4 Columbus,2022-10-10T21:14:10Z,6PZw_097pZU,J.D. Vance
3URnouprQ-0,Ohio Senate candidate Rep. Tim Ryan discusses campaign: &quot;We&#39;ve got a lot of momentum&quot;,CBS News chief election and campaign correspondent Robert Costa sits down with Democratic congressman and Ohio Senate ...,CBS News,2022-10-11T21:48:36Z,3URnouprQ-0,J.D. Vance
LA9Y_SQ4iZI,"Tim Ryan: I Will Accept The Results If I Lose, But That Isn&#39;t Going To Happen","Ohio Democratic Senate candidate, Rep. Tim Ryan, joins Morning Joe to discuss his campaign, accusations from challenger J.D. ...",MSNBC,2022-11-04T14:30:08Z,LA9Y_SQ4iZI,J.D. Vance
DD4zK8z0GO0,WATCH: J.D. Vance and Donald Trump Jr. campaign in Ohio Senate race | American Agenda,"On Thursday's ""American Agenda,"" J.D. Vance and Donald Trump Jr. campaign in the Ohio Senate Race. Tom Basile speaks with ...",Newsmax,2022-10-06T18:33:54Z,DD4zK8z0GO0,J.D. Vance
Fhieu6Pwmcg,JD Vance issues stark warning: &#39;This could cause another Great Depression&#39;,"Sen. JD Vance, R-Ohio, discusses Macron and Xi's recent meeting as the French president warns against relying on the U.S. ...",Fox News,2023-04-12T20:15:00Z,Fhieu6Pwmcg,J.D. Vance
ra2Azj4WdLM,JD Vance: Biden is effectively declaring war on half the country,Ohio Senate candidate J.D. Vance joined 'The Ingraham Angle' to react to President Biden's 'Soul of the Nation' speech.,Fox News,2022-09-02T04:15:02Z,ra2Azj4WdLM,J.D. Vance
luvMcO5AmXw,Vance addresses supporters after Senate win | Elections 2022,"Ohio Republican J.D. Vance told his supporters ""we just got a great chance to govern and we need to use it"" after defeating ...",NewsNation,2022-11-09T05:06:24Z,luvMcO5AmXw,J.D. Vance
-ZBoYuC8mJ0,Ryan and Vance go head to head in first debate  |  On Balance,"With many undecided voters in Ohio, Tim Ryan and J.D. Vance are going head to head in their first debate. Podcast host Chris ...",NewsNation,2022-10-11T00:27:58Z,-ZBoYuC8mJ0,J.D. Vance
B_ECtOdd6yI,CNN projects J.D. Vance wins Ohio GOP Senate primary,CNN's John King and Abby Phillip break down the CNN projection that J.D. Vance will win the Ohio Senate Republican primary.,CNN,2022-05-04T03:30:38Z,B_ECtOdd6yI,J.D. Vance
6gIvSnH1p2Q,"JD Vance speaks on banning gender affirming care for minors, rail safety bill","JD Vance speaks on banning gender affirming care for minors, rail safety bill.",WFMJ,2023-07-21T03:40:29Z,6gIvSnH1p2Q,J.D. Vance
xj69faTpdY4,Trump-endorsed candidate J.D. Vance wins Ohio Senate primary,"J.D. Vance won the Republican primary for an open Senate seat in Ohio, in a show of former President Trump's influence over the ...",CBS News,2022-05-04T23:15:23Z,xj69faTpdY4,J.D. Vance
fHjQLcr4ifA,Commitment 2022: The race for Ohio&#39;s open Senate seat,WLWT sits down with Ohio senator candidates Republican J.D. Vance and Democrat Rep. Tim Ryan Subscribe to WLWT on ...,WLWT,2022-10-11T01:39:14Z,fHjQLcr4ifA,J.D. Vance
O8N1Xa0CZRk,U S  Senate debate preview,U S  Senate debate preview.,WFMJ,2022-10-18T01:34:58Z,O8N1Xa0CZRk,J.D. Vance
q4WLiF2imfM,Marjorie Taylor Greene dodges Acosta’s questions in street interview,CNN's Jim Acosta questions Rep. Marjorie Taylor Greene (R-GA) on her text to former Trump White House chief of staff Mark ...,CNN,2022-04-30T18:06:14Z,q4WLiF2imfM,Marjorie Taylor Greene
lcjsJHF49J4,All of America should see this document: Rep. Marjorie Taylor Greene,"Rep. Marjorie Taylor Greene, R-Ga., discusses the FBI document alleging that Biden received $5 million for a bribe as VP on 'The ...",Fox News,2023-06-10T11:00:27Z,lcjsJHF49J4,Marjorie Taylor Greene
hn7tDaRC930,&#39;Embarrassment&#39;: Greene criticized by callers on live show,Georgia GOP Rep. Marjorie Taylor Greene appeared on a live show in her district and received pushback from call-in guests ...,CNN,2022-01-29T04:19:41Z,hn7tDaRC930,Marjorie Taylor Greene
-a7XmH5VIBU,Rep. Taylor Greene calls Democrats &#39;pedophiles&#39; on 60 Minutes,"Rep. Marjorie Taylor Greene, R-Ga., in a new '60 Minutes' interview says Democrats are pedophiles and support 'children being ...",MSNBC,2023-04-03T13:30:00Z,-a7XmH5VIBU,Marjorie Taylor Greene
g6qq6lu_pHI,"Rep. Katie Porter on Clarence Thomas, PAC Money, and Working with Marjorie Taylor Greene","Rep. Katie Porter tells Stephen that she doesn't take money from lobbyists, she thinks Supreme Court Justice Clarence Thomas is ...",The Late Show with Stephen Colbert,2023-04-12T07:35:00Z,g6qq6lu_pHI,Marjorie Taylor Greene
oxhlQtN4yDE,"Rep. Marjorie Taylor Greene Compares Trump Arrest To Jesus, Nelson Mandela | The View",Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-04-05T18:00:30Z,oxhlQtN4yDE,Marjorie Taylor Greene
Iq0aqTWvh8o,Rep. Marjorie Taylor Greene Takes &#39;Great Offense&#39; To Being Called White Supremacist | The View,Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-05-19T18:00:07Z,Iq0aqTWvh8o,Marjorie Taylor Greene
gSsQvSHILJQ,Marjorie Taylor Greene on heckling Biden at the State of the Union,"Rep. Marjorie Taylor Greene, R-Ga., explains why she shouted at President Biden during his State of the Union address on ...",Fox News,2023-02-09T04:15:15Z,gSsQvSHILJQ,Marjorie Taylor Greene
UzEZZWGWh5E,60 Minutes Interviews Marjorie Taylor Greene,60 Minutes is coming under attack as it airs interview with Marjorie Taylor Greene. David does The News: Topics: 00:00 Marjorie ...,David Feldman,2023-04-02T17:04:30Z,UzEZZWGWh5E,Marjorie Taylor Greene
QKbkee_nkIM,Marjorie Taylor Greene Personally Attacks Eric Swalwell During Hearing,Rep. Marjorie Taylor Greene makes deranged claim about Rep. Eric Swalwell during a Congressional hearing. Ana Kasparian ...,The Young Turks,2023-04-21T04:15:02Z,QKbkee_nkIM,Marjorie Taylor Greene
wpmhaC4SFRg,Green New Deal is a ‘disaster for America’: Marjorie Taylor Greene,"Rep. Michael Waltz, R-Fla., and Rep. Marjorie Taylor Greene, R-Ga., discuss the 'very conservative' defense bill, whether it will ...",Fox News,2023-09-18T03:00:24Z,wpmhaC4SFRg,Marjorie Taylor Greene
bs3WnZ5bFFM,"Marjorie Taylor Greene Admits Parkland Shooting Happened, Defends Confronting David Hogg","Rep. Marjorie Taylor Greene admitted in an interview that school shootings, such as the one that occurred at Marjory Stoneman ...",MSNBC,2021-02-01T21:32:01Z,bs3WnZ5bFFM,Marjorie Taylor Greene
rBkkw8f2GeA,Marjorie Taylor Greene Abandons Q-Anon in Nutty Interview,Radical Republican Congresswoman Marjorie Taylor Greene appears to abandon Q-Anon as she tries to rebrand herself now ...,David Pakman Show,2023-01-15T21:00:17Z,rBkkw8f2GeA,Marjorie Taylor Greene
uyUMfgXPQaE,Marjorie Taylor Greene: Impeachment is fully in order,"Rep. Marjorie Taylor Greene, R-Ga., and Rep. Andy Biggs, R-Ariz., joined 'Sunday Morning Futures' to discuss the latest on the ...",Fox News,2023-06-18T20:00:15Z,uyUMfgXPQaE,Marjorie Taylor Greene
zlgyufCzBSQ,Attorney grills Marjorie Taylor Greene about her false stolen election remarks,Republican Rep. Marjorie Taylor Greene of Georgia testified under oath for three hours Friday at an unprecedented ...,CNN,2022-04-23T11:08:19Z,zlgyufCzBSQ,Marjorie Taylor Greene
A1UFHnRg4xw,Marjorie Taylor Greene apologizes for Holocaust remark,Rep. Majorie Taylor Greene (R-GA) said that her remarks comparing masks mandates and vaccination passports to the Holocaust ...,CNN,2021-06-15T00:06:49Z,A1UFHnRg4xw,Marjorie Taylor Greene
ob1RaFO5CJo,Marjorie Taylor Greene advocates for &#39;national divorce&#39;,"Rep. Marjorie Taylor Greene (R-GA) advocated for a ""national divorce"" between red and blue US states. CNN's Abby Phillip and a ...",CNN,2023-02-26T16:56:06Z,ob1RaFO5CJo,Marjorie Taylor Greene
JTfzEM7THiY,Everything You Need to Know About Marjorie Taylor Greene | The Daily Social Distancing Show,"Get to know Rep. Marjorie Taylor Greene: how she got to Congress, her ties to QAnon, her racist theories and her recent ...",The Daily Show,2021-02-02T04:28:13Z,JTfzEM7THiY,Marjorie Taylor Greene
r_aZ9llE2GU,Full panel: House Freedom Caucus ousts Rep. Marjorie Taylor Greene (R-Ga.),"CAP: Sahil Kapur, Svante Myrick, and Sarah Chamberlain join the Meet the Press NOW roundtable to discuss the details of Rep.",NBC News,2023-07-07T22:30:11Z,r_aZ9llE2GU,Marjorie Taylor Greene
f3hn4fviImM,Marjorie Taylor Greene Says She &#39;Laughed And Laughed&#39; With Trump After He Lied To America,"Majorie Taylor Greene boasted on Twitter that she and Donald Trump ""laughed and laughed"" after his disastrous town hall on ...",The Ring of Fire,2023-05-12T20:00:14Z,f3hn4fviImM,Marjorie Taylor Greene
pIDUba5TqLI,Marjorie Taylor Greene and Jamaal Bowman Get Into Shouting Match Outside Congress,Marjorie Taylor Greene and Jamaal Bowman argue outside of Congress. Ana Kasparian and Cenk Uygur discuss on The Young ...,The Young Turks,2023-05-19T03:30:30Z,pIDUba5TqLI,Marjorie Taylor Greene
qPMKKqlwhQE,"Rep. Taylor Greene warns Biden wants to &#39;address&#39; issues like education, medical care","While speaking at the conservative Turning Point Action conference, Rep. Marjorie Taylor Greene, R-Ga., warned that President ...",MSNBC,2023-07-17T13:00:43Z,qPMKKqlwhQE,Marjorie Taylor Greene
c3FQ6xK_pvk,Rep. Marjorie Taylor Greene says she has Trump&#39;s support amid calls to remove her,"In the latest sign of rising tensions within the U.S. Congress, some lawmakers are calling for an outspoken conservative ...",NewsNation,2021-01-31T02:33:54Z,c3FQ6xK_pvk,Marjorie Taylor Greene
wQF19ljDD24,MTG Waves Around Classified Information On Fox News,Right-winger Marjorie Taylor Greene said she read a document inside a SCIF ― a sensitive compartmented information facility ...,The Young Turks,2023-06-10T03:00:25Z,wQF19ljDD24,Marjorie Taylor Greene
MtC_7r2Dud0,Marjorie Greene Taunts AOC For Having A Real Job,Conservative Rep. Marjorie Greene was caught on camera trying her best to do an impression of a stand-up comic by mocking ...,The Young Turks,2022-02-23T06:00:06Z,MtC_7r2Dud0,Marjorie Taylor Greene
NspwnFID9WY,Marjorie Taylor Greene takes aim at Boebert for speaker vote &#39;drama&#39;,"CNN's Manu Raju speaks with Georgia Republican Rep. Marjorie Taylor Greene, who suggested Colorado Republican Rep.",CNN,2023-01-06T12:31:37Z,NspwnFID9WY,Marjorie Taylor Greene
Lqa6HO1ReaE,"Rep. Marjorie Taylor Greene, Rep. George Santos make appearances at Trump rally",Rep. Marjorie Taylor Greene rallied supporters of Donald Trump outside the Manhattan courthouse Tuesday morning ahead of ...,Eyewitness News ABC7NY,2023-04-04T16:42:08Z,Lqa6HO1ReaE,Marjorie Taylor Greene
oCbFu_J0AqU,Marjorie Taylor Greene: Jan. 6 ‘Would Have Been Armed’ If She Led It,The keynote speaker for the annual gala thrown by the New York Young Republicans was none other than Georgia's Marjorie ...,MSNBC,2022-12-13T02:00:12Z,oCbFu_J0AqU,Marjorie Taylor Greene
v3XyPeHLYcI,Rep. Marjorie Taylor Greene: We have to dig to the bottom of the corruption in DC,"Rep. Marjorie Taylor Greene, R-Ga., gives her take on the impeachment inquiry into President Biden on 'Kudlow.' Subscribe to ...",Fox Business,2023-09-13T02:00:31Z,v3XyPeHLYcI,Marjorie Taylor Greene
zZFRb6ewgcw,Marjorie Taylor Greene Thinks Solar Power Won&#39;t Give You Air Conditioning,"Radical Republican Congresswoman Marjorie Taylor Greene believes that with solar and wind power, people would not have air ...",David Pakman Show,2022-08-21T21:30:03Z,zZFRb6ewgcw,Marjorie Taylor Greene
7SqH_KMec5o,Biden Impeachment: Rep. Greene to file articles of impeachment for Biden | LiveNOW from FOX,"Rep. Marjorie Taylor Greene (R-Ga.) announced plans to file articles of impeachment against President Biden on Thursday, ...",LiveNOW from FOX,2023-05-18T15:12:33Z,7SqH_KMec5o,Marjorie Taylor Greene
54AmxUuB0S8,"Rep. Marjorie Taylor Greene Says If She Organized Jan. 6, &#39;We Would Have Won&#39;","Rep. Marjorie Taylor Greene, R-Ga., said during a New York Young Republicans Club event over the weekend that Jan.",MSNBC,2022-12-12T13:49:32Z,54AmxUuB0S8,Marjorie Taylor Greene
JWykD8d3rFk,Covid conspiracist Marjorie Taylor Greene tapped to investigate pandemic,"Marjorie Taylor Greene, who has spread countless noxious and monstrous conspiracy theories about Covid and vaccines, has ...",MSNBC,2023-01-26T02:00:04Z,JWykD8d3rFk,Marjorie Taylor Greene
fPDRO2LSvu4,"Exclusive: One-on-one with President Biden on 2024 re-election bid, debt limit and more",The president sat down to discuss his 2024 re-election bid and the ongoing fight to raise the debt limit. » Subscribe to MSNBC: ...,MSNBC,2023-05-06T03:11:59Z,fPDRO2LSvu4,Joe Biden
z-kb1o_uySM,MSNBC Exclusive Preview: Biden talks jobs with Stephanie Ruhle,"MSNBC's Stephane Ruhle shares a preview of her interview with President Joe Biden, his first interview since announcing his bid ...",MSNBC,2023-05-05T23:09:02Z,z-kb1o_uySM,Joe Biden
crPoQKuP4pI,Hear why Biden thinks Ukraine is not ready to join NATO,"In an interview with CNN's Fareed Zakaria, President Joe Biden explains why he believes it's premature for Ukraine to join NATO.",CNN,2023-07-07T22:07:26Z,crPoQKuP4pI,Joe Biden
nGrB-5ieeMU,Joe Biden Answers the Web&#39;s Most Searched Questions | WIRED,President Joe Biden answers the internet's most searched questions about himself. Was Joe Biden an actor? Can Joe Biden play ...,WIRED,2020-05-21T19:00:01Z,nGrB-5ieeMU,Joe Biden
MiI8bzlQnn0,"Biden confronted with age question: I&#39;ve acquired wisdom, I&#39;m more experienced | MSNBC Exclusive","Ali Vitali, Mike Memoli, Jonathan Capehart, Carol Leonnig, Matthew Dowd and James Carville discuss the challenges President ...",MSNBC,2023-05-06T03:31:23Z,MiI8bzlQnn0,Joe Biden
aEBHT1WST1Y,President Biden speaks about debt ceiling deal reached with Speaker McCarthy,President Biden spoke to reporters Monday about the debt ceiling deal he reached over the weekend with House Speaker Kevin ...,CBS News,2023-05-29T20:00:16Z,aEBHT1WST1Y,Joe Biden
GurAj0LyJpw,President Biden meets with Israeli President Isaac Herzog,"President Biden on Tuesday met with Israeli President Isaac Herzog at the White House. Prior to the meeting, Mr. Biden ...",CBS News,2023-07-18T18:36:05Z,GurAj0LyJpw,Joe Biden
zs12An8HwjM,Biden on Trump mugshot: &#39;Handsome guy&#39; | LiveNOW from FOX,"President Joe Biden made his first public comments about former president Donald Trump's mugshot. When asked if he'd seen it, ...",LiveNOW from FOX,2023-08-25T20:23:39Z,zs12An8HwjM,Joe Biden
YpzMfAKN9aQ,Biden addresses Putin&#39;s nuclear threats in Ukraine | Full CNN exclusive interview,"In a CNN exclusive, Jake Tapper talks to President Joe Biden about dealing with Russian President Vladimir Putin, the ...",CNN,2022-10-12T03:14:46Z,YpzMfAKN9aQ,Joe Biden
nnPuCJqRn4U,"President Biden on Mobilizing Youth, Climate Change &amp; Human Rights | The Daily Show","""I've never been more optimistic in my entire life."" Kal Penn and President Joe Biden talk about passing bipartisan legislation ...",The Daily Show,2023-03-14T03:30:04Z,nnPuCJqRn4U,Joe Biden
_VQ_DMc3eTo,Hear Biden&#39;s message to Americans concerned about his age,"In a joint news conference with South Korean President Yoon Suk, President Joe Biden responded to concerns over his age and ...",CNN,2023-04-27T02:00:14Z,_VQ_DMc3eTo,Joe Biden
BoQzqQ9RUxs,VP Joe Biden On Running In 2020: Never Say Never,"""Donald Trump will be 74, I'll be 77 and in better shape"" says the Vice President when asked if he is considering a run for the ...",The Late Show with Stephen Colbert,2016-12-07T09:22:47Z,BoQzqQ9RUxs,Joe Biden
FcNpjpbVzsM,Biden gives rare interview amid pending release of more bank records,"A 'Mornings with Maria' panel discusses Biden's interview on The Weather Channel as Rep. James Comer, R-Ky., plans to ...",Fox Business,2023-08-09T11:45:01Z,FcNpjpbVzsM,Joe Biden
UTWseDMn1YM,Biden meets with Zelenskyy at NATO summit,"President Biden met with Ukrainian President Volodymyr Zelenskyy at the NATO summit in Vilnius, Lithuania, and reiterated the ...",MSNBC,2023-07-12T15:00:32Z,UTWseDMn1YM,Joe Biden
1Nc0eofMazA,See the moment Biden press conference ends abruptly in Vietnam,White House press secretary Karine Jean-Pierre on Sunday abruptly ended a news conference with President Joe Biden in Hanoi ...,CNN,2023-09-11T16:38:25Z,1Nc0eofMazA,Joe Biden
LTEiibVnRgI,Surprise! It&#39;s Vice President Joe Biden!,The VP surprised Ellen to kickoff her birthday week.,TheEllenShow,2015-01-27T01:00:02Z,LTEiibVnRgI,Joe Biden
QgIbnaEzSqM,Joe Biden Says The Current President&#39;s Influence Over Republicans Will Fade After He Leaves Office,"President-elect Joe Biden doesn't blame Republicans who have been slow to congratulate his win and believes, once he is ...",The Late Show with Stephen Colbert,2020-12-18T08:35:02Z,QgIbnaEzSqM,Joe Biden
B9258AnO_Bk,Joe Biden and TikTok Star Dylan Mulvaney Discuss Trans Rights,Pres. Joe Biden sits down with Dylan Mulvaney to discuss trans rights as part of NowThis' presidential forum. Dylan Mulvaney ...,NowThis News,2022-10-26T14:59:49Z,B9258AnO_Bk,Joe Biden
KR5cHebdIJo,"Biden behind Trump in new CBS News poll, voters concerned about age","New CBS News polling shows the country could be heading for another tight presidential race. Among likely voters, President ...",CBS News,2023-09-18T13:47:43Z,KR5cHebdIJo,Joe Biden
_o7pMo43KV0,Watch Biden’s full Oval Office address about the debt ceiling deal,President Joe Biden gave the first Oval Office address of his presidency to speak about the debt limit bill passed by Congress.,CNN,2023-06-02T23:45:55Z,_o7pMo43KV0,Joe Biden
r3hgsAXbvWc,A Socially Distanced Conversation: President Barack Obama and Vice President Joe Biden,Join our campaign: http://www.joebiden.com Follow Joe! Joe's Twitter: https://twitter.com/joebiden Joe's Facebook: ...,Joe Biden,2020-07-23T14:00:50Z,r3hgsAXbvWc,Joe Biden
UQohsFOfYWQ,Biden sends bruising message to Russia,"During his remarks at the United Nations General Assembly, US President Joe Biden said supporting Ukraine in its defense ...",CNN,2023-09-19T17:50:47Z,UQohsFOfYWQ,Joe Biden
72oO7R0CxSo,Joe Biden On Wearing His Son Beau’s Rosary Beads : It’s My Connection To Him | Megyn Kelly TODAY,"Former Vice President Joe Biden and his wife, Dr. Jill Biden, open up on Megyn Kelly TODAY about the significance of Joe ...",TODAY,2017-11-13T17:28:31Z,72oO7R0CxSo,Joe Biden
CshrloicGGo,Vice President Joe Biden Keeps Promise to Son with New Book,"Vice President Joe Biden chatted with Ellen about his new book, “Promise Me, Dad: A Year of Hope, Hardship, and Purpose,” ...",TheEllenShow,2017-11-09T16:48:02Z,CshrloicGGo,Joe Biden
nIT0NIzZT6I,Joe Biden and Kamala Harris: A Socially Distanced Conversation | Joe Biden For President 2020,Join Joe Biden and @kamalaharris as they have a socially distanced conversation about how we are going to build back better as ...,Joe Biden,2020-09-01T16:16:38Z,nIT0NIzZT6I,Joe Biden
tg2FNynmToM,President Biden Delivers Remarks on Artificial Intelligence,The White House.,The White House,2023-07-21T17:27:46Z,tg2FNynmToM,Joe Biden
KCQAaoyrOgk,President Biden Delivers Remarks on the Supreme Court&#39;s Decision on the Student Debt Relief Program,The White House.,The White House,2023-06-30T20:18:21Z,KCQAaoyrOgk,Joe Biden
Yz9UWd-ELd4,President Biden Delivers Remarks on Holding Airlines Accountable,President Biden delivers remarks on protecting consumers when there are flight delays or cancellations. The White House.,The White House,2023-05-08T18:17:08Z,Yz9UWd-ELd4,Joe Biden
2yQseH__Khw,President Biden Delivers Remarks on the Supreme Court&#39;s Decision on Affirmative Action,The White House.,The White House,2023-06-29T17:09:10Z,2yQseH__Khw,Joe Biden
riBLFmZDLzY,President Biden Delivers Remarks on a New Contract Covering America’s West Coast Ports,The President delivers remarks on the International Longshore and Warehouse Union (ILWU) and the Pacific Maritime ...,The White House,2023-09-06T18:36:45Z,riBLFmZDLzY,Joe Biden
TbKPuEwkmsw,President Biden Delivers Remarks on the Climate Crisis,"President Biden delivers remarks on his administration's historic action to combat the climate crisis, create good-paying clean ...",The White House,2023-06-19T20:30:08Z,TbKPuEwkmsw,Joe Biden
1wRWdc5NUWk,President Biden Delivers Remarks on the August Jobs Report,The White House.,The White House,2023-09-01T16:32:20Z,1wRWdc5NUWk,Joe Biden
dKn76fhRI38,President Biden Delivers Remarks on Preventing a First-Ever Government Default,The White House.,The White House,2023-05-17T15:27:42Z,dKn76fhRI38,Joe Biden
dLVbVqqsXF8,President Biden Delivers Remarks on the Economy,President Biden delivers remarks on maintaining a resilient banking system and protecting our historic economic recovery.,The White House,2023-03-13T13:11:04Z,dLVbVqqsXF8,Joe Biden
rHTGBuGnW-U,President Biden delivers remarks on conservation actions enacted by his administration,Biden #whitehouse #yahoofinance President Joe Biden delivers remarks celebrating the conservation actions that have been ...,Yahoo Finance,2023-05-11T20:27:58Z,rHTGBuGnW-U,Joe Biden
sOUbCrot5gE,President Biden Delivers Remarks at the Congressional Hispanic Caucus Institute 46th Annual Gala,"Washington, D.C..",The White House,2023-09-22T00:21:16Z,sOUbCrot5gE,Joe Biden
6MmBUjXWbDE,President Biden Delivers Remarks on Junk Fees,President Biden delivers remarks on protecting consumers from hidden junk fees and putting more money back in the pockets of ...,The White House,2023-06-15T18:28:44Z,6MmBUjXWbDE,Joe Biden
abtNkswu6_s,President Biden Delivers Remarks Reaffirming his Commitment to Supporting the People of Florida,"Live Oak, FL.",The White House,2023-09-02T22:10:41Z,abtNkswu6_s,Joe Biden
9ks6Ifhg6_w,President Biden Delivers Remarks on Continued Support for Ukraine,The White House.,The White House,2023-01-25T17:13:14Z,9ks6Ifhg6_w,Joe Biden
rEibBLZXweA,President Biden Delivers Remarks on the United States’ Response to Recent Aerial Objects,The White House.,The White House,2023-02-16T19:24:12Z,rEibBLZXweA,Joe Biden
7-gykxhbJak,President Biden Addresses the Nation on Averting Default and the Bipartisan Budget Agreement,The White House.,The White House,2023-06-02T23:17:27Z,7-gykxhbJak,Joe Biden
Da0eplfe8ZE,President Biden speaks from the UAW picket line in Michigan,"CNBC's Phil LeBeau joins 'The Exchange' to discuss President Biden's show of support for the UAW strike, Donald Trump's ...",CNBC Television,2023-09-26T17:36:19Z,Da0eplfe8ZE,Joe Biden
KPsRiw6910w,President Biden Delivers Remarks with G7 Leaders,"Vilnius, Lithuania.",The White House,2023-07-12T13:38:46Z,KPsRiw6910w,Joe Biden
9f60fDgR3Cw,President Biden Delivers Remarks at a Reception Celebrating Historic Conservation Efforts,President Biden delivers remarks celebrating the historic conservation actions that have been enacted by the Biden-Harris ...,The White House,2023-05-11T20:30:55Z,9f60fDgR3Cw,Joe Biden
sftNs7r0Tmw,President Biden Delivers Remarks on the February Jobs Report,The White House.,The White House,2023-03-10T16:27:45Z,sftNs7r0Tmw,Joe Biden
c9l-qYYMHrM,Watch Biden’s full remarks on passage of bipartisan debt limit deal,President Joe Biden delivered remarks after Congress passed the bipartisan budget agreement that will extend the debt ceiling ...,NBC News,2023-06-03T00:00:12Z,c9l-qYYMHrM,Joe Biden
b4EmUtDh0a8,Hear Biden’s full remarks on United States’ continued support for Ukraine,President Joe Biden delivered remarks on Wednesday to reiterate the nation's continued support for Ukraine and announced ...,CNN,2023-01-25T18:30:41Z,b4EmUtDh0a8,Joe Biden
HWUoIPXeHQY,President Biden delivers remarks on SCOTUS decision on student debt relief program,"Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb About Yahoo Finance: At Yahoo Finance, you get free stock quotes, ...",Yahoo Finance,2023-06-30T20:15:40Z,HWUoIPXeHQY,Joe Biden
U4NWtGJEKLY,President Biden delivers remarks on the economy and inflation,Biden #inflation #yahoofinance President Biden delivers remarks on the economy and inflation at the South Court Auditorium.,Yahoo Finance,2023-01-12T15:56:24Z,U4NWtGJEKLY,Joe Biden
1R3ERpr5w_w,President Biden Delivers Remarks at the White House Conservation in Action Summit,"Washington, DC.",The White House,2023-03-21T17:57:06Z,1R3ERpr5w_w,Joe Biden
uqYam0UGZf8,Watch President Biden&#39;s Full July 4th Remarks,President Joe Biden celebrated the 4th of July with remarks on the White House lawn and marked the progress the country has ...,NBC News,2021-07-05T00:51:10Z,uqYam0UGZf8,Joe Biden
uklTVTTsBww,President Biden delivers remarks during tour of Maui wildfire damage,Jordan Segundo continues his coverage of the fires on Maui as President Biden and first lady Dr. Jill Biden surveyed the damage ...,CBS Sacramento,2023-08-21T23:49:31Z,uklTVTTsBww,Joe Biden
Ub32YBVPWRk,President Biden delivers remarks on protecting consumers from hidden junk fees,Biden #youtube #yahoofinance President Biden delivers remarks on protecting consumers from hidden junk fees and putting ...,Yahoo Finance,2023-06-15T18:24:04Z,Ub32YBVPWRk,Joe Biden
Oct752IkJLM,Full Speech: Biden Addresses Nation On Texas Elementary School Shooting,"President Biden delivers remarks in the wake of the mass shooting at an elementary school in Uvalde, Texas. » Subscribe to ...",MSNBC,2022-05-25T01:34:15Z,Oct752IkJLM,Joe Biden
8c6R6nllpsc,President Biden delivers remarks after meeting in Saudi Arabia,President Joe Biden holds a press conference in Saudi Arabia to discuss what's come out of his meeting with leaders there.,CNBC Television,2022-07-15T20:35:47Z,8c6R6nllpsc,Joe Biden
3Sa3Rhxj0bM,Watch President Biden give remarks after Brittney Griner release,President Biden spoke at the White House after Russia released WNBA star Brittney Griner from prison in exchange for convicted ...,CNN,2022-12-08T14:40:00Z,3Sa3Rhxj0bM,Joe Biden
-fidvF-EDOY,Biden makes remarks from NATO emergency summit,"President Joe Biden and European leaders met in Brussels to impose new sanctions and tighten existing ones on Russia, while ...",ABC News,2022-03-24T18:25:35Z,-fidvF-EDOY,Joe Biden
lnMnxpnIL9o,President Biden Delivers Remarks on the Economy and Our Efforts to Tackle Inflation,The White House.,The White House,2023-01-12T16:05:57Z,lnMnxpnIL9o,Joe Biden
